adstrd_code,adstrd_nm,brtc_nm,signgu_nm
27170510.0,내당1동,대구광역시,서구
27170525.0,내당2.3동,대구광역시,서구
27170540.0,내당4동,대구광역시,서구
27170550.0,비산1동,대구광역시,서구
27170565.0,비산2.3동,대구광역시,서구
27170580.0,비산4동,대구광역시,서구
27170590.0,비산5동,대구광역시,서구
27170600.0,비산6동,대구광역시,서구
27170610.0,비산7동,대구광역시,서구
27170620.0,평리1동,대구광역시,서구
27170630.0,평리2동,대구광역시,서구
27170640.0,평리3동,대구광역시,서구
27170650.0,평리4동,대구광역시,서구
27170660.0,평리5동,대구광역시,서구
27170661.0,평리6동,대구광역시,서구
27170675.0,상중이동,대구광역시,서구
27170695.0,원대동,대구광역시,서구
27200515.0,이천동,대구광역시,남구
27200530.0,봉덕1동,대구광역시,남구
27200540.0,봉덕2동,대구광역시,남구
27200550.0,봉덕3동,대구광역시,남구
27200560.0,대명1동,대구광역시,남구
27200571.0,대명2동,대구광역시,남구
27200586.0,대명3동,대구광역시,남구
27200590.0,대명4동,대구광역시,남구
27200600.0,대명5동,대구광역시,남구
27200610.0,대명6동,대구광역시,남구
27200640.0,대명9동,대구광역시,남구
27200650.0,대명10동,대구광역시,남구
27200660.0,대명11동,대구광역시,남구
27230510.0,고성동,대구광역시,북구
27230526.0,칠성동,대구광역시,북구
27230550.0,침산1동,대구광역시,북구
27230560.0,침산2동,대구광역시,북구
27230570.0,침산3동,대구광역시,북구
27230610.0,산격1동,대구광역시,북구
27230620.0,산격2동,대구광역시,북구
27230630.0,산격3동,대구광역시,북구
27230631.0,산격4동,대구광역시,북구
27230645.0,대현동,대구광역시,북구
27230671.0,복현1동,대구광역시,북구
27230672.0,복현2동,대구광역시,북구
27230680.0,검단동,대구광역시,북구
27230695.0,무태조야동,대구광역시,북구
27230715.0,관문동,대구광역시,북구
27230725.0,태전1동,대구광역시,북구
27230735.0,태전2동,대구광역시,북구
27230745.0,구암동,대구광역시,북구
27230750.0,관음동,대구광역시,북구
27230770.0,읍내동,대구광역시,북구
27230780.0,동천동,대구광역시,북구
27230790.0,노원동,대구광역시,북구
27230800.0,국우동,대구광역시,북구
27260510.0,범어1동,대구광역시,수성구
27260520.0,범어2동,대구광역시,수성구
27260530.0,범어3동,대구광역시,수성구
27260540.0,범어4동,대구광역시,수성구
27260550.0,만촌1동,대구광역시,수성구
27260560.0,만촌2동,대구광역시,수성구
27260561.0,만촌3동,대구광역시,수성구
27260570.0,수성1가동,대구광역시,수성구
27260580.0,수성2.3가동,대구광역시,수성구
27260590.0,수성4가동,대구광역시,수성구
27260601.0,황금1동,대구광역시,수성구
27260602.0,황금2동,대구광역시,수성구
27260610.0,중동,대구광역시,수성구
27260620.0,상동,대구광역시,수성구
27260630.0,파동,대구광역시,수성구
27260640.0,두산동,대구광역시,수성구
27260651.0,지산1동,대구광역시,수성구
27260652.0,지산2동,대구광역시,수성구
27260661.0,범물1동,대구광역시,수성구
27260662.0,범물2동,대구광역시,수성구
27260670.0,고산1동,대구광역시,수성구
27260680.0,고산2동,대구광역시,수성구
27260690.0,고산3동,대구광역시,수성구
27290515.0,성당동,대구광역시,달서구
27290535.0,두류1.2동,대구광역시,달서구
27290550.0,두류3동,대구광역시,달서구
27290555.0,감삼동,대구광역시,달서구
27290563.0,죽전동,대구광역시,달서구
27290568.0,장기동,대구광역시,달서구
27290571.0,용산1동,대구광역시,달서구
27290572.0,용산2동,대구광역시,달서구
27290576.0,이곡1동,대구광역시,달서구
27290577.0,이곡2동,대구광역시,달서구
27290585.0,신당동,대구광역시,달서구
27290590.0,본리동,대구광역시,달서구
27290601.0,월성1동,대구광역시,달서구
27290602.0,월성2동,대구광역시,달서구
27290615.0,진천동,대구광역시,달서구
27290624.0,상인1동,대구광역시,달서구
27290625.0,상인2동,대구광역시,달서구
27290626.0,상인3동,대구광역시,달서구
27290628.0,도원동,대구광역시,달서구
27290630.0,송현1동,대구광역시,달서구
27290640.0,송현2동,대구광역시,달서구
27290650.0,본동,대구광역시,달서구
27710250.0,화원읍,대구광역시,달성군
27710253.0,논공읍,대구광역시,달성군
27710256.0,다사읍,대구광역시,달성군
27710259.0,유가읍,대구광역시,달성군
27710262.0,옥포읍,대구광역시,달성군
27710265.0,현풍읍,대구광역시,달성군
27710310.0,가창면,대구광역시,달성군
27710330.0,하빈면,대구광역시,달성군
27710380.0,구지면,대구광역시,달성군
28110520.0,연안동,인천광역시,중구
28110530.0,신포동,인천광역시,중구
28110540.0,신흥동,인천광역시,중구
28110560.0,도원동,인천광역시,중구
28110570.0,율목동,인천광역시,중구
28110585.0,동인천동,인천광역시,중구
28110600.0,북성동,인천광역시,중구
28110610.0,송월동,인천광역시,중구
28110620.0,영종동,인천광역시,중구
28110622.0,영종1동,인천광역시,중구
28110628.0,운서동,인천광역시,중구
28110630.0,용유동,인천광역시,중구
28140510.0,만석동,인천광역시,동구
28140525.0,화수1.화평동,인천광역시,동구
28140530.0,화수2동,인천광역시,동구
28140555.0,송현1.2동,인천광역시,동구
28140570.0,송현3동,인천광역시,동구
28140580.0,송림1동,인천광역시,동구
28140590.0,송림2동,인천광역시,동구
28140605.0,송림3.5동,인천광역시,동구
28140610.0,송림4동,인천광역시,동구
28140630.0,송림6동,인천광역시,동구
28140640.0,금창동,인천광역시,동구
28177510.0,숭의2동,인천광역시,미추홀구
28177520.0,"숭의1,3동",인천광역시,미추홀구
28177530.0,숭의4동,인천광역시,미추홀구
28177540.0,"용현1,4동",인천광역시,미추홀구
28177550.0,용현2동,인천광역시,미추홀구
28177560.0,용현3동,인천광역시,미추홀구
28177570.0,용현5동,인천광역시,미추홀구
28177580.0,학익1동,인천광역시,미추홀구
28177590.0,학익2동,인천광역시,미추홀구
28177600.0,도화1동,인천광역시,미추홀구
28177610.0,"도화2,3동",인천광역시,미추홀구
28177620.0,주안1동,인천광역시,미추홀구
28177630.0,주안2동,인천광역시,미추홀구
28177640.0,주안3동,인천광역시,미추홀구
28177650.0,주안4동,인천광역시,미추홀구
28177660.0,주안5동,인천광역시,미추홀구
28177670.0,주안6동,인천광역시,미추홀구
28177680.0,주안7동,인천광역시,미추홀구
28177690.0,주안8동,인천광역시,미추홀구
28177700.0,관교동,인천광역시,미추홀구
28177710.0,문학동,인천광역시,미추홀구
28185630.0,옥련1동,인천광역시,연수구
28185640.0,옥련2동,인천광역시,연수구
28185750.0,선학동,인천광역시,연수구
28185761.0,연수1동,인천광역시,연수구
28185762.0,연수2동,인천광역시,연수구
28185763.0,연수3동,인천광역시,연수구
28185766.0,청학동,인천광역시,연수구
28185780.0,동춘1동,인천광역시,연수구
28185790.0,동춘2동,인천광역시,연수구
28185795.0,동춘3동,인천광역시,연수구
28185820.0,송도1동,인천광역시,연수구
28185830.0,송도2동,인천광역시,연수구
28185840.0,송도3동,인천광역시,연수구
28185850.0,송도4동,인천광역시,연수구
28200510.0,구월1동,인천광역시,남동구
28200520.0,구월2동,인천광역시,남동구
28200521.0,구월3동,인천광역시,남동구
28200522.0,구월4동,인천광역시,남동구
28200530.0,간석1동,인천광역시,남동구
28200540.0,간석2동,인천광역시,남동구
28200550.0,간석3동,인천광역시,남동구
28200551.0,간석4동,인천광역시,남동구
28200560.0,만수1동,인천광역시,남동구
28200570.0,만수2동,인천광역시,남동구
28200580.0,만수3동,인천광역시,남동구
28200581.0,만수4동,인천광역시,남동구
28200582.0,만수5동,인천광역시,남동구
28200583.0,만수6동,인천광역시,남동구
28200650.0,장수서창동,인천광역시,남동구
28200655.0,서창2동,인천광역시,남동구
28200660.0,남촌도림동,인천광역시,남동구
28200690.0,논현1동,인천광역시,남동구
28200700.0,논현2동,인천광역시,남동구
28200710.0,논현고잔동,인천광역시,남동구
28237510.0,부평1동,인천광역시,부평구
28237520.0,부평2동,인천광역시,부평구
28237530.0,부평3동,인천광역시,부평구
28237540.0,부평4동,인천광역시,부평구
28237550.0,부평5동,인천광역시,부평구
28237560.0,부평6동,인천광역시,부평구
28237570.0,산곡1동,인천광역시,부평구
28237580.0,산곡2동,인천광역시,부평구
28237581.0,산곡3동,인천광역시,부평구
28237582.0,산곡4동,인천광역시,부평구
28237591.0,청천1동,인천광역시,부평구
28237592.0,청천2동,인천광역시,부평구
28237641.0,갈산1동,인천광역시,부평구
28237642.0,갈산2동,인천광역시,부평구
28237646.0,삼산1동,인천광역시,부평구
28237648.0,삼산2동,인천광역시,부평구
28237650.0,부개1동,인천광역시,부평구
28237660.0,부개2동,인천광역시,부평구
28237661.0,부개3동,인천광역시,부평구
28237670.0,일신동,인천광역시,부평구
28237680.0,십정1동,인천광역시,부평구
28237690.0,십정2동,인천광역시,부평구
28245601.0,효성1동,인천광역시,계양구
28245602.0,효성2동,인천광역시,계양구
28245611.0,계산1동,인천광역시,계양구
28245612.0,계산2동,인천광역시,계양구
28245613.0,계산3동,인천광역시,계양구
28245614.0,계산4동,인천광역시,계양구
28245621.0,작전1동,인천광역시,계양구
28245622.0,작전2동,인천광역시,계양구
28245640.0,작전서운동,인천광역시,계양구
28245710.0,계양1동,인천광역시,계양구
28245720.0,계양2동,인천광역시,계양구
28245730.0,계양3동,인천광역시,계양구
28260515.0,검암경서동,인천광역시,서구
28260530.0,연희동,인천광역시,서구
28260536.0,청라1동,인천광역시,서구
28260537.0,청라2동,인천광역시,서구
28260539.0,청라3동,인천광역시,서구
28260542.0,가정1동,인천광역시,서구
28260543.0,가정2동,인천광역시,서구
28260544.0,가정3동,인천광역시,서구
28260550.0,석남1동,인천광역시,서구
28260560.0,석남2동,인천광역시,서구
28260561.0,석남3동,인천광역시,서구
28260575.0,신현원창동,인천광역시,서구
28260580.0,가좌1동,인천광역시,서구
28260590.0,가좌2동,인천광역시,서구
28260600.0,가좌3동,인천광역시,서구
28260610.0,가좌4동,인천광역시,서구
28260680.0,검단동,인천광역시,서구
28260690.0,불로대곡동,인천광역시,서구
28260700.0,원당동,인천광역시,서구
28260710.0,당하동,인천광역시,서구
28260720.0,오류왕길동,인천광역시,서구
28260730.0,마전동,인천광역시,서구
28710250.0,강화읍,인천광역시,강화군
28710310.0,선원면,인천광역시,강화군
28710320.0,불은면,인천광역시,강화군
28710330.0,길상면,인천광역시,강화군
28710340.0,화도면,인천광역시,강화군
28710350.0,양도면,인천광역시,강화군
28710360.0,내가면,인천광역시,강화군
28710370.0,하점면,인천광역시,강화군
28710380.0,양사면,인천광역시,강화군
28710390.0,송해면,인천광역시,강화군
28710400.0,교동면,인천광역시,강화군
28710410.0,삼산면,인천광역시,강화군
28710420.0,서도면,인천광역시,강화군
28720310.0,북도면,인천광역시,옹진군
28720330.0,백령면,인천광역시,옹진군
28720340.0,대청면,인천광역시,옹진군
28720350.0,덕적면,인천광역시,옹진군
28720360.0,영흥면,인천광역시,옹진군
28720370.0,자월면,인천광역시,옹진군
28720380.0,연평면,인천광역시,옹진군
29110525.0,충장동,광주광역시,동구
29110545.0,동명동,광주광역시,동구
29110560.0,계림1동,광주광역시,동구
29110570.0,계림2동,광주광역시,동구
29110590.0,산수1동,광주광역시,동구
29110600.0,산수2동,광주광역시,동구
29110620.0,지산1동,광주광역시,동구
29110630.0,지산2동,광주광역시,동구
29110655.0,서남동,광주광역시,동구
29110685.0,학동,광주광역시,동구
29110710.0,학운동,광주광역시,동구
29110730.0,지원1동,광주광역시,동구
29110740.0,지원2동,광주광역시,동구
29140575.0,양동,광주광역시,서구
29140590.0,양3동,광주광역시,서구
29140650.0,농성1동,광주광역시,서구
29140660.0,농성2동,광주광역시,서구
29140730.0,광천동,광주광역시,서구
29140740.0,유덕동,광주광역시,서구
29140745.0,치평동,광주광역시,서구
29140751.0,상무1동,광주광역시,서구
29140752.0,상무2동,광주광역시,서구
29140760.0,화정1동,광주광역시,서구
29140770.0,화정2동,광주광역시,서구
29140780.0,화정3동,광주광역시,서구
29140790.0,화정4동,광주광역시,서구
29140800.0,서창동,광주광역시,서구
29140821.0,금호1동,광주광역시,서구
29140824.0,금호2동,광주광역시,서구
29140830.0,풍암동,광주광역시,서구
29140840.0,동천동,광주광역시,서구
29155510.0,양림동,광주광역시,남구
29155520.0,방림1동,광주광역시,남구
29155530.0,방림2동,광주광역시,남구
29155537.0,봉선1동,광주광역시,남구
29155538.0,봉선2동,광주광역시,남구
29155545.0,사직동,광주광역시,남구
29155605.0,월산동,광주광역시,남구
29155630.0,월산4동,광주광역시,남구
29155640.0,월산5동,광주광역시,남구
29155670.0,백운1동,광주광역시,남구
29155680.0,백운2동,광주광역시,남구
29155690.0,주월1동,광주광역시,남구
29155700.0,주월2동,광주광역시,남구
29155710.0,효덕동,광주광역시,남구
29155720.0,송암동,광주광역시,남구
29155730.0,대촌동,광주광역시,남구
29170510.0,중흥1동,광주광역시,북구
29170520.0,중흥2동,광주광역시,북구
29170530.0,중흥3동,광주광역시,북구
29170555.0,중앙동,광주광역시,북구
29170570.0,임동,광주광역시,북구
29170580.0,신안동,광주광역시,북구
29170590.0,용봉동,광주광역시,북구
29170601.0,운암1동,광주광역시,북구
29170602.0,운암2동,광주광역시,북구
29170603.0,운암3동,광주광역시,북구
29170615.0,동림동,광주광역시,북구
29170620.0,우산동,광주광역시,북구
29170635.0,풍향동,광주광역시,북구
29170650.0,문화동,광주광역시,북구
29170656.0,문흥1동,광주광역시,북구
29170657.0,문흥2동,광주광역시,북구
29170661.0,두암1동,광주광역시,북구
29170662.0,두암2동,광주광역시,북구
29170663.0,두암3동,광주광역시,북구
29170666.0,삼각동,광주광역시,북구
29170669.0,일곡동,광주광역시,북구
29170673.0,매곡동,광주광역시,북구
29170676.0,오치1동,광주광역시,북구
29170677.0,오치2동,광주광역시,북구
29170685.0,석곡동,광주광역시,북구
29170695.0,건국동,광주광역시,북구
29170696.0,양산동,광주광역시,북구
29200515.0,송정1동,광주광역시,광산구
29200525.0,송정2동,광주광역시,광산구
29200540.0,도산동,광주광역시,광산구
29200550.0,신흥동,광주광역시,광산구
29200565.0,어룡동,광주광역시,광산구
29200580.0,우산동,광주광역시,광산구
29200600.0,월곡1동,광주광역시,광산구
29200610.0,월곡2동,광주광역시,광산구
29200620.0,비아동,광주광역시,광산구
29200624.0,첨단1동,광주광역시,광산구
29200626.0,첨단2동,광주광역시,광산구
29200630.0,신가동,광주광역시,광산구
29200635.0,운남동,광주광역시,광산구
29200637.0,수완동,광주광역시,광산구
29200640.0,하남동,광주광역시,광산구
29200650.0,임곡동,광주광역시,광산구
29200660.0,동곡동,광주광역시,광산구
29200670.0,평동,광주광역시,광산구
29200680.0,삼도동,광주광역시,광산구
29200690.0,본량동,광주광역시,광산구
29200700.0,신창동,광주광역시,광산구
30110515.0,중앙동,대전광역시,동구
30110530.0,효동,대전광역시,동구
30110545.0,신인동,대전광역시,동구
30110551.0,판암1동,대전광역시,동구
30110552.0,판암2동,대전광역시,동구
30110560.0,용운동,대전광역시,동구
30110585.0,대동,대전광역시,동구
30110590.0,자양동,대전광역시,동구
30110620.0,가양1동,대전광역시,동구
30110630.0,가양2동,대전광역시,동구
30110640.0,용전동,대전광역시,동구
30110665.0,성남동,대전광역시,동구
30110670.0,홍도동,대전광역시,동구
30110695.0,삼성동,대전광역시,동구
30110725.0,대청동,대전광역시,동구
30110740.0,산내동,대전광역시,동구
30140535.0,은행선화동,대전광역시,중구
30140550.0,목동,대전광역시,중구
30140560.0,중촌동,대전광역시,중구
30140575.0,대흥동,대전광역시,중구
30140605.0,문창동,대전광역시,중구
30140620.0,석교동,대전광역시,중구
30140630.0,대사동,대전광역시,중구
30140640.0,부사동,대전광역시,중구
30140655.0,용두동,대전광역시,중구
30140670.0,오류동,대전광역시,중구
30140680.0,태평1동,대전광역시,중구
30140690.0,태평2동,대전광역시,중구
30140700.0,유천1동,대전광역시,중구
30140710.0,유천2동,대전광역시,중구
30140720.0,문화1동,대전광역시,중구
30140730.0,문화2동,대전광역시,중구
30140740.0,산성동,대전광역시,중구
30170510.0,복수동,대전광역시,서구
30170520.0,도마1동,대전광역시,서구
30170530.0,도마2동,대전광역시,서구
30170535.0,정림동,대전광역시,서구
30170540.0,변동,대전광역시,서구
30170550.0,용문동,대전광역시,서구
30170555.0,탄방동,대전광역시,서구
30170560.0,괴정동,대전광역시,서구
30170570.0,가장동,대전광역시,서구
30170575.0,내동,대전광역시,서구
30170581.0,갈마1동,대전광역시,서구
30170582.0,갈마2동,대전광역시,서구
30170586.0,월평1동,대전광역시,서구
30170587.0,월평2동,대전광역시,서구
30170588.0,월평3동,대전광역시,서구
30170590.0,가수원동,대전광역시,서구
30170596.0,관저1동,대전광역시,서구
30170597.0,관저2동,대전광역시,서구
30170600.0,기성동,대전광역시,서구
30170630.0,둔산1동,대전광역시,서구
30170640.0,둔산2동,대전광역시,서구
30170650.0,만년동,대전광역시,서구
30170660.0,둔산3동,대전광역시,서구
30200520.0,진잠동,대전광역시,유성구
30200530.0,온천1동,대전광역시,유성구
30200540.0,온천2동,대전광역시,유성구
30200546.0,노은1동,대전광역시,유성구
30200547.0,노은2동,대전광역시,유성구
30200548.0,노은3동,대전광역시,유성구
30200550.0,신성동,대전광역시,유성구
30200570.0,전민동,대전광역시,유성구
30200580.0,구즉동,대전광역시,유성구
30200600.0,관평동,대전광역시,유성구
30200610.0,원신흥동,대전광역시,유성구
30230510.0,오정동,대전광역시,대덕구
30230520.0,대화동,대전광역시,대덕구
30230525.0,회덕동,대전광역시,대덕구
30230533.0,비래동,대전광역시,대덕구
30230543.0,송촌동,대전광역시,대덕구
30230546.0,중리동,대전광역시,대덕구
30230550.0,신탄진동,대전광역시,대덕구
30230560.0,석봉동,대전광역시,대덕구
30230570.0,덕암동,대전광역시,대덕구
30230580.0,목상동,대전광역시,대덕구
30230600.0,법1동,대전광역시,대덕구
30230610.0,법2동,대전광역시,대덕구
31110510.0,학성동,울산광역시,중구
31110520.0,반구1동,울산광역시,중구
31110530.0,반구2동,울산광역시,중구
31110540.0,복산1동,울산광역시,중구
31110550.0,복산2동,울산광역시,중구
31110585.0,중앙동,울산광역시,중구
31110590.0,우정동,울산광역시,중구
31110600.0,태화동,울산광역시,중구
31110610.0,다운동,울산광역시,중구
31110620.0,병영1동,울산광역시,중구
31110630.0,병영2동,울산광역시,중구
31110640.0,약사동,울산광역시,중구
31110650.0,성안동,울산광역시,중구
31140510.0,신정1동,울산광역시,남구
31140520.0,신정2동,울산광역시,남구
31140530.0,신정3동,울산광역시,남구
31140540.0,신정4동,울산광역시,남구
31140550.0,신정5동,울산광역시,남구
31140560.0,달동,울산광역시,남구
31140570.0,삼산동,울산광역시,남구
31140585.0,삼호동,울산광역시,남구
31140595.0,무거동,울산광역시,남구
31140600.0,옥동,울산광역시,남구
31140625.0,대현동,울산광역시,남구
31140635.0,수암동,울산광역시,남구
31140640.0,선암동,울산광역시,남구
31140670.0,야음장생포동,울산광역시,남구
31170510.0,방어동,울산광역시,동구
31170520.0,일산동,울산광역시,동구
31170530.0,화정동,울산광역시,동구
31170540.0,대송동,울산광역시,동구
31170550.0,전하1동,울산광역시,동구
31170560.0,전하2동,울산광역시,동구
31170580.0,남목1동,울산광역시,동구
31170590.0,남목2동,울산광역시,동구
31170600.0,남목3동,울산광역시,동구
31200510.0,농소1동,울산광역시,북구
31200520.0,농소2동,울산광역시,북구
31200530.0,농소3동,울산광역시,북구
31200540.0,강동동,울산광역시,북구
31200560.0,효문동,울산광역시,북구
31200570.0,송정동,울산광역시,북구
31200580.0,양정동,울산광역시,북구
31200590.0,염포동,울산광역시,북구
31710250.0,온산읍,울산광역시,울주군
31710253.0,언양읍,울산광역시,울주군
31710256.0,온양읍,울산광역시,울주군
31710259.0,범서읍,울산광역시,울주군
31710262.0,청량읍,울산광역시,울주군
31710310.0,서생면,울산광역시,울주군
31710340.0,웅촌면,울산광역시,울주군
31710360.0,두동면,울산광역시,울주군
31710370.0,두서면,울산광역시,울주군
31710380.0,상북면,울산광역시,울주군
31710390.0,삼남면,울산광역시,울주군
31710400.0,삼동면,울산광역시,울주군
36110250.0,조치원읍,세종특별자치시,
36110310.0,연기면,세종특별자치시,
36110320.0,연동면,세종특별자치시,
36110330.0,부강면,세종특별자치시,
36110340.0,금남면,세종특별자치시,
36110350.0,장군면,세종특별자치시,
36110360.0,연서면,세종특별자치시,
36110370.0,전의면,세종특별자치시,
36110380.0,전동면,세종특별자치시,
36110390.0,소정면,세종특별자치시,
36110510.0,한솔동,세종특별자치시,
36110515.0,새롬동,세종특별자치시,
36110520.0,도담동,세종특별자치시,
36110530.0,아름동,세종특별자치시,
36110540.0,종촌동,세종특별자치시,
36110550.0,고운동,세종특별자치시,
36110555.0,소담동,세종특별자치시,
36110560.0,보람동,세종특별자치시,
36110570.0,대평동,세종특별자치시,
41111560.0,파장동,경기도,수원시 장안구
41111566.0,율천동,경기도,수원시 장안구
41111571.0,정자1동,경기도,수원시 장안구
41111572.0,정자2동,경기도,수원시 장안구
41111573.0,정자3동,경기도,수원시 장안구
41111580.0,영화동,경기도,수원시 장안구
41111591.0,송죽동,경기도,수원시 장안구
41111597.0,조원1동,경기도,수원시 장안구
41111598.0,조원2동,경기도,수원시 장안구
41111600.0,연무동,경기도,수원시 장안구
41113520.0,세류1동,경기도,수원시 권선구
41113530.0,세류2동,경기도,수원시 권선구
41113540.0,세류3동,경기도,수원시 권선구
41113550.0,평동,경기도,수원시 권선구
41113560.0,서둔동,경기도,수원시 권선구
41113650.0,구운동,경기도,수원시 권선구
41113662.0,금곡동,경기도,수원시 권선구
41113664.0,호매실동,경기도,수원시 권선구
41113670.0,권선1동,경기도,수원시 권선구
41113680.0,권선2동,경기도,수원시 권선구
41113690.0,곡선동,경기도,수원시 권선구
41113700.0,입북동,경기도,수원시 권선구
41115650.0,매교동,경기도,수원시 팔달구
41115660.0,매산동,경기도,수원시 팔달구
41115670.0,고등동,경기도,수원시 팔달구
41115680.0,화서1동,경기도,수원시 팔달구
41115690.0,화서2동,경기도,수원시 팔달구
41115700.0,지동,경기도,수원시 팔달구
41115710.0,우만1동,경기도,수원시 팔달구
41115720.0,우만2동,경기도,수원시 팔달구
41115730.0,인계동,경기도,수원시 팔달구
41115740.0,행궁동,경기도,수원시 팔달구
41117510.0,매탄1동,경기도,수원시 영통구
41117520.0,매탄2동,경기도,수원시 영통구
41117530.0,매탄3동,경기도,수원시 영통구
41117540.0,매탄4동,경기도,수원시 영통구
41117550.0,원천동,경기도,수원시 영통구
41117570.0,영통1동,경기도,수원시 영통구
41117580.0,영통2동,경기도,수원시 영통구
41117585.0,영통3동,경기도,수원시 영통구
41117593.0,망포1동,경기도,수원시 영통구
41117596.0,망포2동,경기도,수원시 영통구
41117600.0,광교1동,경기도,수원시 영통구
41117610.0,광교2동,경기도,수원시 영통구
41131510.0,신흥1동,경기도,성남시 수정구
41131520.0,신흥2동,경기도,성남시 수정구
41131530.0,신흥3동,경기도,성남시 수정구
41131540.0,태평1동,경기도,성남시 수정구
41131550.0,태평2동,경기도,성남시 수정구
41131560.0,태평3동,경기도,성남시 수정구
41131561.0,태평4동,경기도,성남시 수정구
41131570.0,수진1동,경기도,성남시 수정구
41131580.0,수진2동,경기도,성남시 수정구
41131590.0,단대동,경기도,성남시 수정구
41131600.0,산성동,경기도,성남시 수정구
41131610.0,양지동,경기도,성남시 수정구
41131620.0,복정동,경기도,성남시 수정구
41131625.0,위례동,경기도,성남시 수정구
41131630.0,신촌동,경기도,성남시 수정구
41131640.0,고등동,경기도,성남시 수정구
41131650.0,시흥동,경기도,성남시 수정구
41133510.0,성남동,경기도,성남시 중원구
41133525.0,중앙동,경기도,성남시 중원구
41133530.0,금광1동,경기도,성남시 중원구
41133540.0,금광2동,경기도,성남시 중원구
41133550.0,은행1동,경기도,성남시 중원구
41133560.0,은행2동,경기도,성남시 중원구
41133570.0,상대원1동,경기도,성남시 중원구
41133580.0,상대원2동,경기도,성남시 중원구
41133590.0,상대원3동,경기도,성남시 중원구
41133660.0,하대원동,경기도,성남시 중원구
41133670.0,도촌동,경기도,성남시 중원구
41135510.0,분당동,경기도,성남시 분당구
41135520.0,수내1동,경기도,성남시 분당구
41135530.0,수내2동,경기도,성남시 분당구
41135540.0,수내3동,경기도,성남시 분당구
41135545.0,정자동,경기도,성남시 분당구
41135550.0,정자1동,경기도,성남시 분당구
41135560.0,정자2동,경기도,성남시 분당구
41135570.0,정자3동,경기도,성남시 분당구
41135580.0,서현1동,경기도,성남시 분당구
41135590.0,서현2동,경기도,성남시 분당구
41135600.0,이매1동,경기도,성남시 분당구
41135610.0,이매2동,경기도,성남시 분당구
41135620.0,야탑1동,경기도,성남시 분당구
41135630.0,야탑2동,경기도,성남시 분당구
41135640.0,야탑3동,경기도,성남시 분당구
41135650.0,판교동,경기도,성남시 분당구
41135655.0,삼평동,경기도,성남시 분당구
41135657.0,백현동,경기도,성남시 분당구
41135662.0,금곡동,경기도,성남시 분당구
41135665.0,구미1동,경기도,성남시 분당구
41135670.0,구미동,경기도,성남시 분당구
41135680.0,운중동,경기도,성남시 분당구
41150510.0,의정부1동,경기도,의정부시
41150520.0,의정부2동,경기도,의정부시
41150545.0,호원1동,경기도,의정부시
41150555.0,호원2동,경기도,의정부시
41150561.0,장암동,경기도,의정부시
41150567.0,신곡1동,경기도,의정부시
41150568.0,신곡2동,경기도,의정부시
41150573.0,송산1동,경기도,의정부시
41150576.0,송산2동,경기도,의정부시
41150578.0,송산3동,경기도,의정부시
41150580.0,자금동,경기도,의정부시
41150595.0,가능동,경기도,의정부시
41150615.0,흥선동,경기도,의정부시
41150620.0,녹양동,경기도,의정부시
41171510.0,안양1동,경기도,안양시 만안구
41171520.0,안양2동,경기도,안양시 만안구
41171530.0,안양3동,경기도,안양시 만안구
41171540.0,안양4동,경기도,안양시 만안구
41171550.0,안양5동,경기도,안양시 만안구
41171560.0,안양6동,경기도,안양시 만안구
41171570.0,안양7동,경기도,안양시 만안구
41171580.0,안양8동,경기도,안양시 만안구
41171581.0,안양9동,경기도,안양시 만안구
41171590.0,석수1동,경기도,안양시 만안구
41171600.0,석수2동,경기도,안양시 만안구
41171610.0,석수3동,경기도,안양시 만안구
41171621.0,박달1동,경기도,안양시 만안구
41171630.0,박달2동,경기도,안양시 만안구
41173510.0,비산1동,경기도,안양시 동안구
41173520.0,비산2동,경기도,안양시 동안구
41173530.0,비산3동,경기도,안양시 동안구
41173540.0,부흥동,경기도,안양시 동안구
41173546.0,달안동,경기도,안양시 동안구
41173550.0,관양1동,경기도,안양시 동안구
41173560.0,관양2동,경기도,안양시 동안구
41173566.0,부림동,경기도,안양시 동안구
41173570.0,평촌동,경기도,안양시 동안구
41173576.0,평안동,경기도,안양시 동안구
41173578.0,귀인동,경기도,안양시 동안구
41173580.0,호계1동,경기도,안양시 동안구
41173590.0,호계2동,경기도,안양시 동안구
41173600.0,호계3동,경기도,안양시 동안구
41173610.0,범계동,경기도,안양시 동안구
41173620.0,신촌동,경기도,안양시 동안구
41173630.0,갈산동,경기도,안양시 동안구
41190603.0,심곡동,경기도,부천시
41190606.0,부천동,경기도,부천시
41190610.0,중동,경기도,부천시
41190742.0,신중동,경기도,부천시
41190744.0,상동,경기도,부천시
41190746.0,대산동,경기도,부천시
41190750.0,소사본동,경기도,부천시
41190795.0,범안동,경기도,부천시
41190800.0,성곡동,경기도,부천시
41190830.0,오정동,경기도,부천시
41210510.0,광명1동,경기도,광명시
41210520.0,광명2동,경기도,광명시
41210540.0,광명3동,경기도,광명시
41210550.0,광명4동,경기도,광명시
41210560.0,광명5동,경기도,광명시
41210570.0,광명6동,경기도,광명시
41210580.0,광명7동,경기도,광명시
41210590.0,철산1동,경기도,광명시
41210600.0,철산2동,경기도,광명시
41210610.0,철산3동,경기도,광명시
41210620.0,철산4동,경기도,광명시
41210631.0,하안1동,경기도,광명시
41210632.0,하안2동,경기도,광명시
